,User_name,Review,Rating1,Rating,Title
3449,kartik singal,"Static Noise, disturbance in background. Go for JBL instead. Waste of money if you are looking for good sound quality.",1.0 out of 5 stars,1,Static Noise coming in background
3450,Vivek Saini,Har chiz achi h features se le k build quality tak.. Magar sound quality me sennheiser cx 180 ke samne ye kuch b nhi h,3.0 out of 5 stars,3,Everything is great except music quality
3451,Ganesh Rakh,Overall quality is not upto the mark...one side of headphone is not working intermittently just within 2 months of purchase...,3.0 out of 5 stars,3,Overall quality is not upto the mark.
3452,Vikash Tiwari,What a beautiful product for my OnePlus phone,5.0 out of 5 stars,5,Best in class
3453,Benjay Amber,One of the best... I'm a headphone/headset collecter.. I own the cheapest and the costliest but I rank these very high.. 👏🏼👏🏼 kudos oneplus 😍,5.0 out of 5 stars,5,Cheap alternative for beats..
3454,Sandeep Reddy,Music quality is superb bass is also superbBut call sound is very low sound so not for use calls only use music so think once,5.0 out of 5 stars,5,Call sound is very low
3455,RAHUL KUMAR,Nice product,5.0 out of 5 stars,5,Excellent product
3456,Prakadee,Best quality,5.0 out of 5 stars,5,Cheaper and best
3457,sravan kumar,Good quality,5.0 out of 5 stars,5,Nice product
3458,Karthigeyan S,Highly recommend. Wonderful experience. Awesome in all the aspects. Full paisa vasool,5.0 out of 5 stars,5,Amazing
3459,Md Javed,In price range best wirless earphone haigo for it👍,4.0 out of 5 stars,4,Best Quality in this price range
3460,Suman Addanki,Super……..👍👍👍👍👍👍👍👍🥳🥳🥳😍😍,5.0 out of 5 stars,5,Best Quality nd Superb 🤩😍😍🥳🥳
3461,mohit adkane,The product quality is good and works accurately good for the functions it has been operated.,5.0 out of 5 stars,5,Product quality
3462,Rajendrakumar,Good quality good bass noise good,5.0 out of 5 stars,5,Super price thanks amazon
3463,Kamrul Bharat,"Bogus Product. Disconnected automatically, noise distortion - unable to visit Service centre due to lock down",1.0 out of 5 stars,1,Very Very Bad Product
3464,hetali,Everything was working fine all of a sudden one side of earphone stopped working unhappy with the durability.,5.0 out of 5 stars,5,Stopped working in 3months
3465,sudan madhu,"Sound quality , noise cancellation and bass quality , everything is good but after one week ,now it is not working , connection problem started.",3.0 out of 5 stars,3,Now I wanna purchase other brand product
3466,ashish,Nice product,5.0 out of 5 stars,5,Excellent quality
3467,Dhaval Joshi,It keeps disconnecting every few seconds if you are using wifi. I am using one plus nord and its the most annoying thing ever.,2.0 out of 5 stars,2,Its okay not that good
3468,vineel,"awesome overall battery, sound, accuracy, low latency, and warp charge oneplus nailed it.",5.0 out of 5 stars,5,EXELLENT!! trust oneplus without hesitation...
3469,Ishaan,"Like the build quality, but don't like the sound quality. Ear pain after approximately 1 hour of usage. Too much low end.",3.0 out of 5 stars,3,Good for bass lovers
3470,Irfan,Mic performace is not good..we have to make very loud sound than anothe rperosn would able to hear not clear.,1.0 out of 5 stars,1,Mic performace is not good.
3471,ASHOK KUMAR KARKI,"Poor voice quality, hence I returned this product.",1.0 out of 5 stars,1,Na
3472,Anirban Biswas,there is a bruurr sound during call otherwise good,3.0 out of 5 stars,3,Not comaptible with Mi note 9 pro max
3473,Subhra Nath,It's battery back up not up to the mark as mentioned 20 hrs. I think there are some product issue. Please let me know what to do against that.,3.0 out of 5 stars,3,Battery back up issue.
3474,Radhika Jasoria,Not for workout. Sound is good. For bass go for boat. Double tap switch to devices not working or not included in this version.,3.0 out of 5 stars,3,Good for songs with more vocals. Good for meetings and calls.
3475,Karan,Superb product but the only problem is that it doesn't have a quick switch button unlike the previous persion of bullets wirell6z non bass edition,4.0 out of 5 stars,4,Great but only one cons
3476,Manjunath Allur,"Thanks to Amazon it was nice buy oneplus z boss super sound quality, superb battery back up, I insist gfor this brand",4.0 out of 5 stars,4,Don't miss it
3477,ashwini bhalerao,"Neckband is jarring within a month , horrible experience with appolo, do not buy it, it's my 4th neckband with appolo",1.0 out of 5 stars,1,Worst neckb
3478,Amazon Customer,I use it all day only in month it's mic has stopped working properly. There is always that buzzing sound on both ends of call.,2.0 out of 5 stars,2,Good for listening music ... Can't be used in bed while laying cozz it's mic may damage
3479,vijayakumar golasangi,Wire lengths are uneven so its magnetic thing not connect automatically. Every time it's problem. Worst product manufacturers.,2.0 out of 5 stars,2,Both Wire length are uneven. It's bad choice. Try another product.
3480,Jaswinder Singh,Sound is excellent and very clear.,5.0 out of 5 stars,5,Best product
3481,Hyder Sheriff J,Superb bass and excellent product,5.0 out of 5 stars,5,Awesome
3482,Amrinder Singh,Sound clarity is fine but battery backup of bass edition is very low as compared to simple z,4.0 out of 5 stars,4,Good quality
3483,Nikita P.,Wasn't happen with the product at all.Too expensive. Uneasy to use.Not worth it.,3.0 out of 5 stars,3,Not worth ir
3484,Aditya Jha,Great sound. Fast charging and pairing with the devices.,5.0 out of 5 stars,5,Best buy 2021
3485,shubham,My earphone just turned into a waste after a month of use  at night I used them then next morning I saw the were not turning on 😣😭😭😭😭,1.0 out of 5 stars,1,Disgusting quality
3486,Shrey Ranjan,Mic is not as good as expected.. the receiver on other end faces a lot of problem to hear my voice..,3.0 out of 5 stars,3,Worth the money
3487,Mukeshbhai mangani,Some time suddenly volume stopAnd some time speaker insed some noise detectWrost product,1.0 out of 5 stars,1,Cable not good
3488,jana.kusuma,Good sound quality. battery life good .,5.0 out of 5 stars,5,Good product
3489,OJ,"Pairs well without any issues, sounded fine. However less than two months buying this, the left bud stopped working. Sound only on the right bud.",1.0 out of 5 stars,1,One side stopped working
3490,Walid Sheikh,Nice quality product i was expecting. More bass but its okay in bass and in noice canceling its also good not bad overall quality product,4.0 out of 5 stars,4,Quality product
3491,Yogesh Gupta,The earphone is good but has compatibility issues with MacBook. Most of the time you will hear static/crackling noise,3.0 out of 5 stars,3,Compatibility issues with MacBook
3492,likhith,It's very good product for this price and its bass was super .it is so better than boat rokerz  headsets I used that also,5.0 out of 5 stars,5,It's very good product for this price and its bass was super .it is so better than boat
3493,Sumit & Shaunak,After 6 month of use a cracking sound is coming from the earbuds it's super annoying,2.0 out of 5 stars,2,Annoying cracking sound
3494,Kiran,Awesome quality.... Really superb A premium product from packing to connecting the earphones... Sound bass is another level,5.0 out of 5 stars,5,Premium product form one plus
3495,ROHIT,Better to buy other brand. Not crystal clear sound. Left speaker not working properly.,2.0 out of 5 stars,2,Not worth it.
3496,Sourabh A,The only reason I haven't given 5 stars is the absence of quick switch button and the odd placement of mic.,4.0 out of 5 stars,4,Mic and Quick Switch Button
3497,Amit Ganjhu,It is dead now after using for 10 days and unable to put it on. Even it is not getting charged. Anyone can help me where it can be fixed or replaced.,4.0 out of 5 stars,4,dead now
3498,sidharth,The product is very good like its sound quality and u can also use it for long time.,5.0 out of 5 stars,5,Easy to use
3499,AliAkbar,                    The media could not be loaded.                 Sound quality is awesome and battery life is to long compared to other. I recommended people for this product,5.0 out of 5 stars,5,Awesome
3500,Pratik,"It's a good product overall, but I have faced problem of continuous disconnecting.When I pause a vedio sound got mute vedio still runs...",5.0 out of 5 stars,5,Connection problem
3501,Bhagya Lakshmi,Facing problem in 15 days.... Don't buy this product... I recommend boat rockers ....2 years I used boat without any issue ..,1.0 out of 5 stars,1,Waste product
3502,Nagreddy,"Crackling sound while calling , bad experience with this brand",1.0 out of 5 stars,1,Wrost experience
3503,kavyan,Cheap wire quality.. always wraps around itselfConnection loses once in a while and reconnects.. weird,3.0 out of 5 stars,3,Nice... But worse than older version
3504,RK  Reddy,Very good sound quality & bass most importantly back up is excellent 16 to 17 hours easily for single charge,5.0 out of 5 stars,5,Best bluetooth ear phones
3505,Prachi s.,Siri does not work with iphone. Rest button works for control,4.0 out of 5 stars,4,Nice bass but still need more improvements
3506,Kush Sharma,"Amazing Product guys sound quality, bass quality all are good in this price.",5.0 out of 5 stars,5,Amazing Product
3507,Prashant Gaikwad,Received used earplugs.,5.0 out of 5 stars,5,Received used earplugs.
3508,Ajay kumar nag,Nice 👍,5.0 out of 5 stars,5,Bahut acha neckband hai
3509,Nisha kumari,Like 👍,3.0 out of 5 stars,3,Battery backup
3510,Kesava Kumar. I,Sound quality was good and bass was not expected. Overall good,4.0 out of 5 stars,4,Built quality awesome
3511,Anirban Ghosh,Sound quality 5 starBass quality 4.5 starBuild quality 4.5 staroverall no.1 value for money product at 2021,5.0 out of 5 stars,5,best in budget
3512,shivani,Balanced sound quality. Real quick charging time.Excellent purchase. If you are a basehead then go for realme.,4.0 out of 5 stars,4,Balanced sound. Value for money
3513,Utpal Arya,Too goodSound Quality is 4 out of 5Noise Cancellation is 4 out of 5Bass Quality is Also very good.,4.0 out of 5 stars,4,The BEST in This Price Range.
3514,Vemula Sravan Kumar,Dual devices compatibility is not available,3.0 out of 5 stars,3,Ok. But price s high
3515,Sauvik Basu,Build quality is quite good with MIC facility and overall product is very much satisfactory,5.0 out of 5 stars,5,Nice product
3516,Deepak,Previous version was much batter,4.0 out of 5 stars,4,Okey
3517,Kamatchi K Karthik,Simply awesome,5.0 out of 5 stars,5,OnePlus Bullet Bass Edition
3518,Amazon Customer,                    The media could not be loaded.                 Loved the battery backup.... Charge it for 5-10 minutes.... Use it for years.... I mean superb,5.0 out of 5 stars,5,After 6 months... Awesome
3519,parthi ban,Totally songs and movies purpose only not suitable for gaming plc don't purchese for gaming totally waste ... Songs lover worth for spending 2000,4.0 out of 5 stars,4,Ok
3520,sushma singh,Awesome product of one plus,5.0 out of 5 stars,5,Superb
3521,Faizan,The quality of product is wonderful the addition to bass is soothing perfect fits and long lasting battery 2 days with call game music YouTube.,5.0 out of 5 stars,5,It is wonderful to see them do something with bass but its beautiful
3522,Devkaran,Oneplus se achha h koi bhi 700 rs ka bluetooth use krna. Isse kharab built quality kisi bhi bluetooth me nhi milegi.,1.0 out of 5 stars,1,Boat bluetooth better than OnePlus
3523,Usha Sowjanya,Awesome,5.0 out of 5 stars,5,Good One
3524,Manoj Deb Choudhury,Nice headphones but sometimes struggles with AAC Codec...means...you have to use it without high quality audio mode.,4.0 out of 5 stars,4,Nice
3525,Ashwath Alva,Loved the speed of connectivity and the convenience of taking a call with decent noise cancellation especially working from home.,5.0 out of 5 stars,5,Good buy!
3526,Vishal Dahale.,This earphone over all good but it's need to improve mic for calling as well as bass sound.,3.0 out of 5 stars,3,Need to improve mic for calling purpose
3527,Maruthi Odnala,Good not the best,5.0 out of 5 stars,5,Fine product
3528,BayIslander,Good stuff,5.0 out of 5 stars,5,Quality stuff
3529,Soumen nayak,Sounds quality is very good.But build quality is not enough good.Sounds switch button removed after using 4 months.,2.0 out of 5 stars,2,Very very after 8 months left side of the year phone not working
3530,Vedprakash Chauhan,Sound quality just amezing and bass effect is also good but noise cancellation is ok in this price segment.,4.0 out of 5 stars,4,Just one word - Fantabulous experience!!!
3531,Yash badgujar,Oneplus bullet z bass edition bohot acha headset hai or iske sound quality akdam katarnak hai or best bass quality hai  Thankyou for oneplus,4.0 out of 5 stars,4,Best sound quality this oneplus bullet z bass edition handset
3532,Elvis,Battery life is awesome. Sound quality is pretty good too. It's probably the best earphone in this price segment.,5.0 out of 5 stars,5,Overall experience was pretty nice.
3533,saad ahmed,"Awesome sound quality , bass quality . But in terms of call the mic is placed lil above compared to regular wireless z",5.0 out of 5 stars,5,"Best for music , not suggested for call usage"
3534,Anushka,                    The media could not be loaded.                 The neck band includes the microphone.,5.0 out of 5 stars,5,Excellent product
3535,Salman Malik,I disappointed when I used bass version specially on driving bike . There is no option for overcoming noise or air buffering,2.0 out of 5 stars,2,Older version was far better than bass edition special on bike
3536,mukul moolchandani,Really nice...as it says bass edition... bass is good.. but if you are into lyrics than it is not good because too much bass,5.0 out of 5 stars,5,Good
3537,Aman Gunjal,The product is very good but recently the product is not working .only one side bud is working i neend a replacement of it .,5.0 out of 5 stars,5,Only one side bud is working
3538,Rishabh Shukla,6 months experience is good but after I'm face so much issue .low volumeCharging issueAnd connecting issue,2.0 out of 5 stars,2,6 months face no problem but after so much issue
3539,Kishor ganguly,Awesome sound clarity. The best earphones in budget according to me.,5.0 out of 5 stars,5,Surely worth a try !
3540,Aanchal Saluja,"Sound quality for music and games is very good. But for calls, it's average. Too less and not in good frequency. So if u give more time in calls, don't buy this.",4.0 out of 5 stars,4,Not good for calls
3541,Mainul ahammad,Audio quality is very bad. It's been only 20days. And now I can't return also. Amazon return policy also very bad..,1.0 out of 5 stars,1,Audio quality is very bad.
3542,ME,"Sound quality is excellent, battery capacity is goodEasy to carry and foldComfortable for long time use",4.0 out of 5 stars,4,Gooooóoodd
3543,Parth,Good and original productSound quality is good for this segment and bass is more compare to non bass editions,5.0 out of 5 stars,5,Relevance and good quality
3544,Shubhankar Sarkar (Banty),very good product.. just go for it.... so smooth,4.0 out of 5 stars,4,smooth
3545,Hemant kamble,Device stop working with in month often i used .,1.0 out of 5 stars,1,Stop working with in month
3546,Vikas Roy,                    The media could not be loaded.                 Only one side voice are hearing .need to be replaced with new original pcs,2.0 out of 5 stars,2,Only one side sound .need to be exchange with new original pcs
3547,Bikram Das,After 1 month it stop working and service centre cannot give a replace for this headphone.,1.0 out of 5 stars,1,After 1 Month it stop working
3548,Indervesh Sihmar,This comes out an amazing for me ...Every student or anybody who need some personal sound gadget  ...I love the product alot ....V#alue for money ...# superb bass # impressive sound quality,5.0 out of 5 stars,5,More Value than money
3549,Revanth kumar,Simply go for itFor gaming it has low latency....I didn't seen any latency while gamingSuper bass nd call quality,5.0 out of 5 stars,5,Go for it super product
3550,Amazon Customer,Build quality and sound quality is good. Mainly disappointed by there is redial option is missing. Noise cancellation not so good as much as expected.,4.0 out of 5 stars,4,Worth for the price
3551,Amazon Customer,Best in brass and power back up,5.0 out of 5 stars,5,Value for money
3552,Aman goyal,The audio sound is just cracking. Prick the ear.Oneplus if u r watching my review please work on audio sound.,3.0 out of 5 stars,3,The audio sounds and noise cancellation.
3553,Rdharmareddy,It's working only one side and another is  not working,4.0 out of 5 stars,4,After using 5months it's working only one side and other one is not working
3554,Pramod,Iam satisfied,4.0 out of 5 stars,4,Good prodect
3555,Sae gaikwad,I love this new toy 😂😂😂From one plusThanks so muchAgain,5.0 out of 5 stars,5,Best one
3556,sharath nair,The product was damaged. One side wasn't working from the start..I returned the package and the amount isn't refunded yet.. Total scam.,1.0 out of 5 stars,1,Damaged product and no refund
3557,Sadik,Using this product for the last 3 months ...No issues.. excellent condition...Very satisfied.Build quality is good.Sound and base is also nice,5.0 out of 5 stars,5,Satisfied with the product
3558,pallab sharma,This sound is very good but those ear tips are slightly uncomfortable for my ear🥺,5.0 out of 5 stars,5,Afterall this are a good product
3559,Chandana Suresh Kumar,"I really recommend this blutooth, battery backup very Vell, audio so good quality must buy amazing product",5.0 out of 5 stars,5,It's osam
3560,Manisha,"Worth product, awesome sound quality, built quality  n all thnx amazon thnx one plus",5.0 out of 5 stars,5,Worth product
3561,Ayush Sharma,didn't work properly after exchange also same problem exists there.,1.0 out of 5 stars,1,worst
3562,R V Reddy,This earphone good and clearly we can listen every sounds of instruments but in this bass is less than other,4.0 out of 5 stars,4,Bass lovers ❤️ do not like it more
3563,kunal baveja,Excellent sound quality and Cristal clear audio  overall it best neck band of all companies orher can't beat one plys audio,5.0 out of 5 stars,5,Excellent
3564,Donald.k.s,Quality is good and the other features should improve and for this device connectivity problem is there and Don't no why...,4.0 out of 5 stars,4,Better option are available for low price.
3565,Balakrishna,                    The media could not be loaded.                 One Side earphone is not working and please arrive another one for replacement,1.0 out of 5 stars,1,Not working one side earphone
3566,Yashavantha Reddy,Ergonomics is very goodSound quality is awesomeThe only drawback is can't switch from different devices easily.,5.0 out of 5 stars,5,Good Product
3567,Divyanshu Verma,"Actually best in the price range in every aspect, whether it is sound quality, battery life, build quality or call quality.",5.0 out of 5 stars,5,Value for money
3568,Ishfan Bhatt,This is good product but lacks dual connectivity. Price should be little cheaper at least ₹300/-,4.0 out of 5 stars,4,Lacks dual connectivity
3569,Sanjay p.,I loved it.The sound quality is awsome and range too.Its battery life is mesmerizing. U should definitely go for it.,5.0 out of 5 stars,5,That it's on off button is magnetic.
3570,Prasad Abhang,I bouth this to pair with my OnePlus 6T. Built quality of this product is amazing but it lacks punchy bass,5.0 out of 5 stars,5,Amazing built quality but lacks punchy bass
3571,Prasad Jadhav,Overall Good Product in this Price range,5.0 out of 5 stars,5,Good Product with this Price
3572,Debanjan Ghosh,"Sturdy build quality, great connectivity, excellent charging response, good battery backup, slow tactile feedback and decent sound",5.0 out of 5 stars,5,Worth it!
3573,Omkar Dattatray Pandhare,                    The media could not be loaded.                 Fast delivered.,5.0 out of 5 stars,5,Good Quality. Branded.
3574,Faizan,Awesome base I love this product soundThanks one plus,5.0 out of 5 stars,5,Awesome base
3575,Vishal Chambhare,I really happy to have neckband of one plus bullet  it's sound quality beyond the amazing & very nice fitting with ear 👂😀,5.0 out of 5 stars,5,Sound quality amazing
3576,Vivek Kumar,Noise cancellation is very poor. It create pain in ear and they don't have option for refund. Not satisfy with the product.,1.0 out of 5 stars,1,Not satisfy with the product
3577,Sanjay Ramade,                    The media could not be loaded.                 Not bad,3.0 out of 5 stars,3,Not bad
3578,Prateek singh,"Using it since months, great quality charges within 10 minutes, battery backup is as promised. Nice sound quality.",5.0 out of 5 stars,5,Great
3579,S Chandrashekar ,The product packaging is good but I am unable to switch it on or off and i am not able to connect to laptop/mobile,1.0 out of 5 stars,1,Defect product
3580,Abhinayan,Battery backup is not as per claimedOnly 10-13 hrs at full chargeAnd bass is also same as wireless z,4.0 out of 5 stars,4,Battery backup
3581,mukul suthar,Awsm product......It's absolutely better than realme buds wireless and also the best earphone under 2k....Definitely go for it....,5.0 out of 5 stars,5,Loved it❤️❤️❤️
3582,dinesh dilip Gajarkar,Better than other brands...One plus is the best,5.0 out of 5 stars,5,One plus is the best
3583,S nagaraju,Super,5.0 out of 5 stars,5,Super
3584,Rachit Singhal,"Good call quality,  stable Bluetooth connection, reasonable sound and bass can get quite loud. Fantastic battery life.",4.0 out of 5 stars,4,Worth the price....
3585,Mallikarjun,There is no quick switch feature in Bullet wireless Z bass edition purchased .I bought this product after reading the product feature.,1.0 out of 5 stars,1,NO QUICK SWITCH FEATURE AS IT IS MENTIONED IN PRODUCT FEATURE DESCRIPTION
3586,Sudheer Annapareddy,"Sound Quality, bass is simply superb.. very easy on ears... And 10 mins charging per day is all it needs.. they are superb...",5.0 out of 5 stars,5,Awesome Wireless headphones
3587,Maa Enterprises,"It was good, but it has started giving problems before one year, left side is not working",3.0 out of 5 stars,3,Problem in 11th month
3588,Manvendra,Hiss sound coming after 1 month worst earphones,1.0 out of 5 stars,1,DISASTER. Hisss sound coming after 1 month .
3589,Suvam,Evrything is gud abt d product its jst d battery which drains out vry fast,3.0 out of 5 stars,3,Evrything is gud abt d product its jst d battery which drains out vry fast
3590,Manimaran,Look is very nice.Sound quality is good.Mic is good.Best for under 2000 rupees.,4.0 out of 5 stars,4,Superb product
3591,Dhanamjay,No toggle button to change from one devise to other unlike the the other one I brought from store,3.0 out of 5 stars,3,No switch to toggle between devices
3592,Hrct Diyora,Super quality sound,4.0 out of 5 stars,4,Super quality
3593,Nagarjuna,                    The media could not be loaded.                 Distrubing base voice but no use this product I buy recent 2months back money wasted,1.0 out of 5 stars,1,Waste product
3594,Harendra Singh,Awesome sound quality by OnePlus earphone.p,4.0 out of 5 stars,4,Best in this range
3595,Anshuman Tiwari,Good sound..,5.0 out of 5 stars,5,Good sounds bes
3596,Allu Arjun Dulquer Salmaan,Amazing product 🙂 Thank you Amazon for such a nice product.,5.0 out of 5 stars,5,Slaying ❤️🔥
3597,Edward joseph michael,Impressive product from OnePlus .Good for its price. 100% in 15 to 25 mins. It's stays almost upto 17 hrs.,5.0 out of 5 stars,5,Dope stuff
3598,Vikram Sherigar,"Headphones Stopped working once after 1 month use , please don't buy this product",1.0 out of 5 stars,1,"Headphones Stopped working once after 1 month use , please don't buy this product"
3599,Kindle Customer,Sound quality is good but feeling uncomfortable when you put the buds in your ear,3.0 out of 5 stars,3,Sound quality is good but feeling uncomfortable when you put the buds in your ear
3600,Ekanath Mulik,"Products quality is excellent,Noise cancelling, and sound quality really goodRecommend to buy",5.0 out of 5 stars,5,Sound quality good
3601,Abhilash kr,"Amazing product sound is good,  quality is good,  operating function is also good because of magnet pair.",5.0 out of 5 stars,5,Very good product
3602,Vishal Gaikwad,I recommend for every OnePlus user.,5.0 out of 5 stars,5,love it
3603,Shuvam samanta,"Worthy a pay. Great product ... Great technology of magnetic switch off and on, which actually saves a lot of battery.....",5.0 out of 5 stars,5,Best product
3604,Kishan Buddhadev,Sound Quality is superb. Bass is good working. 2k is worth price. Bettery backup is good. Overall experience is satisfied.,4.0 out of 5 stars,4,Bettery backup & Bass.
3605,Samriddha Nag,while watching video in mobile it gives a slight cracking sound every 10-20 sec.  And the sound is good but not worth 2000,1.0 out of 5 stars,1,There is a little cracking sound every 10-20sec
3606,VK SINGH,Sound quality and noise cancellation is good but battery is to weak everyday I have to charge it gives 10 hrs of uses appx,3.0 out of 5 stars,3,Battery is biggest cause of concern think before purchase
3607,Prashant Kumar Gupta,Bass quality quick connect and noise cancellation makes it perfect for multitasking,5.0 out of 5 stars,5,Amazing
3608,Amazon Customer,Really happy. Very easy and comfortable,5.0 out of 5 stars,5,Worth buying
3609,Balauday,I like it...lv one +,5.0 out of 5 stars,5,Quality sound
3610,Ravindra K.,The bass is really good and the overall sound quality is also good,5.0 out of 5 stars,5,Its just best in this price range
3611,Rishabh Raj,"This model is totally irritating. Sudden connection lost, echo while on call, I regret to buy it. I got this set exchanged but this model is also not working.",1.0 out of 5 stars,1,Connection issues and Echo on call
3612,Mainuddin Sahnawaz,Suddenly Mouth speaker is not produce enough sound to hear the opposite phone user and warranty date is missing..,1.0 out of 5 stars,1,Not good
3613,Sanju,Amazing sound quality and battery life is extremely great. Once it's fully charged we can use it to almost 2days.,5.0 out of 5 stars,5,Battery capacity is extremely great.
3614,Deenadayalan S,"Bought for quick switch feature, but not satisfied with the way it works.Disappointed with OnePlus product.",1.0 out of 5 stars,1,Not satisfied
3615,Gautam Sonkamble,"                    The media could not be loaded.                 It's a good product. I like overall. Sound quality,notice cancellation,and bass.",5.0 out of 5 stars,5,Good to purchase
3616,Aviral Shah,Sound quality is very good. Battery backup is also good. A little expensive but worth it.,4.0 out of 5 stars,4,Worth the price
3617,Amazon Customer,Very low audios music. Its not even 15days.I dont know to whom i have to reach out.Disappointed a lot. Dont go for it.,1.0 out of 5 stars,1,Its very low auduio when i connect to music.
3618,Hari kishore123,Super sound quality fast charging is amazing,5.0 out of 5 stars,5,Super quality
3619,Lova Ajay Gurram,Very good battery life and experience is so good. Calls can be taken without an problems,3.0 out of 5 stars,3,Correct price is 1899
3620,Kavita,"Sound quality,bass is good ...but after using this product connectivity issue,sound problem etc.",3.0 out of 5 stars,3,Connectivity issue
3621,HEMANT SAHU,"Very nice product, with very good material quality with durable design with good sound quality",5.0 out of 5 stars,5,Wirth to buy
3622,Shahrukh Ali,Nice Amazon. I order oneplus bullet wireless z and i got used earphone which is not even worth 100 rupees..,1.0 out of 5 stars,1,Fraud
3623,Pramod kumawat,Such an amazing and best bluetooth headphones under 2k.Love this more than the regular one Oneplus wireless buds z.Thanks onplus.,5.0 out of 5 stars,5,I love this and i hope u too love it😊😊
3624,Ashok,Noise cancelling is very nice,5.0 out of 5 stars,5,It's very good product
3625,Suraj sonone,"😠😠Don't buy it if you want to use it for calling,  worst headfone for calling, I will suggest local headfones over this🙏🏻🙏🏻",1.0 out of 5 stars,1,Not expected from OnePlus🙏🏻😠
3626,raghav pareek,Received a fake product. The box was tempered with and different earphones was placed with microUsb charging port.,1.0 out of 5 stars,1,Received a fake earphone set
3627,Vidlok,Looks like cheap quality. Not worth the price.,1.0 out of 5 stars,1,The wire is crooked and not straight as shown in the picture.
3628,Tushar lahane,Fabulous product of one+,5.0 out of 5 stars,5,😍😍😍
3629,ganesh nagpure,Good product 👌,4.0 out of 5 stars,4,Superb ....
3630,Herald Mascarenhas,Mic not working,2.0 out of 5 stars,2,West product mic was not working
3631,Omkarpatil,Product is really nice I like this product than boat rockerz 335 ...but battery charge time required more normally.  Nice product go for it🥰,5.0 out of 5 stars,5,One plus bullet wireless z bass edition
3632,Deepak,Damaged product recieved I want refund,1.0 out of 5 stars,1,Recieve a damaged product and it was not exchangable
3633,Mustafa Ali,It's been a month I've purchased this item and just one side of the bud is working fine and the other doesn't have voice.,1.0 out of 5 stars,1,BUD NOT WORKING
3634,Anonymous,Defective piece. Gets disconnected in between calls and even when you are listening to music. Gets discharged in 2 hours.,5.0 out of 5 stars,5,Not that great
3635,Shahid Ayoub Pilot,It is good but you should buy simple one instead of the bass boosted varient because it lacks quick device change button.,5.0 out of 5 stars,5,Buy simple one instead of the bass boosted varient.
3636,Sugandha Mehra Garg,Whenever m using these on a call there is a disturbance sound. It's very irritating for me and the other parties on call.,3.0 out of 5 stars,3,Disturbance sound on calls
3637,Grace,It keep on getting disconnected... Otherwise it's a good product but this disconnection keep making me frustrated,3.0 out of 5 stars,3,Disconnection
3638,Deepika,Ghhh,5.0 out of 5 stars,5,Byjj
3639,Sagar Roshan,                    The media could not be loaded.                 Quality is so good .,4.0 out of 5 stars,4,Best for me
3640,Vamshi,"Such a good product one plus ear band nice sound good quality daily using battery capacity superb , sweat resistent overally good product",5.0 out of 5 stars,5,One plus band
3641,Prakash Biswas,Just Awesome 😊 sound quality,5.0 out of 5 stars,5,Just WOW
3642,Susenthar,Battery is draining fast and there is a bubble popping or static in right ear. Is there any way for me get a replacement?,2.0 out of 5 stars,2,Battery and static issue
3643,Alka Shigwan,Sound quality is good. Bluetooth connection is also working fine. But microphone stopped working suddenly after 5 months.,2.0 out of 5 stars,2,Microphone stopped working within 5 months
3644,Chandra mouli,Sound quality and bass quality is good but when it comes to noise cancellation it doesn't meet the expectations.,5.0 out of 5 stars,5,Noise  cancellation problem
3645,Soham Maiti,Sound=excellentNoise cancellation=very goodBass=Not punching bass but very well balanced,5.0 out of 5 stars,5,Wonderful product
3646,Sridhaar,"It is working for 5months, now it is not working properly, always disconnect and connect doing very disturbance.",2.0 out of 5 stars,2,Not longer working
3647,Amazon Customer,After connected to laptop voice breaking. Only good for mobile. Don't purchase for laptop audio call it's waste.,1.0 out of 5 stars,1,After connected to laptop voice breaking. It's good for only mobile.
3648,Dinesh sahu,Good 👍,5.0 out of 5 stars,5,Good 👍
3649,Sumeet,"Without any second thought, please go and buy this earphones!!Amazing product, Thanks Oneplus ! 🙏Worth for each penny !!!",5.0 out of 5 stars,5,"Amazing Product, Oneplus Great !!!"
3650,Stephen,I have purchased these 5th May not even 1 month I can't hear properly when I attended the calls lots of disturb voices kindly pls resolve my issue,1.0 out of 5 stars,1,Head set issues
3651,Arup,Stopped working after 1 month .. nothing happening seems like it's dead. How do I replace it anybody any suggest,1.0 out of 5 stars,1,"Worst product by one plus , stopped working after 1 month."
3652,Amazon Customer,Overall the product is fine but it gets discharged very soon. Battery life is not upto the mark,3.0 out of 5 stars,3,Battery life is not upto the mark
3653,Kishore Singha,Very good product,5.0 out of 5 stars,5,Oneplus
3654,mythrayee,Worst product I ever seen,1.0 out of 5 stars,1,Worst
3655,AJAY KUMAR ROY,It's has huge problem. It can't connect proper in onepluse 7pro. voice can't listen proper on other side battery backup not good.,2.0 out of 5 stars,2,Sound quality is good but battery and conection to bad.
3656,P SIVANAGESWRAREDDY,don't recommend it because the audio gets muted but video is still continued to play and the calls are not connected for first time so irritating,5.0 out of 5 stars,5,doesn't recommend it
3657,Vivek Jain ,The Bluetooth gets disconnected at every 5 minutes automatically. Stops working sometimes on Calling & sometimes on music.Screenshot is also enclosed.,1.0 out of 5 stars,1,Connection Quantity too Poor
